Catalyst Product Historical Data 
Report Generated at: Tue May 26 2026 00:48:28 GMT+0900 (한국 표준시)
Product ASIN: B07KJS13PK
DATE,RANK,UNITS SOLD,PRICE,REVIEWS,STAR RATING
2025-12-08,"265","1,979","$14.39","12,893","4.7"
2025-12-07,"253","1,998","$14.39","12,893","4.7"
2025-12-06,"251","2,008","$14.39","12,893","4.7"
2025-12-05,"264","1,944","$14.39","12,893","4.7"
2025-12-04,"264","1,944","$14.39","12,893","4.7"
2025-12-03,"274","1,899","$17.83","12,893","4.7"
2025-12-02,"280","1,872","$17.83","12,893","4.7"
2025-12-01,"236","2,087","$13.41","12,893","4.7"
2025-11-30,"256","2,074","$13.41","12,893","4.7"
2025-11-29,"224","2,254","$14.26","12,893","4.7"
2025-11-28,"195","2,451","$14.26","12,893","4.7"
2025-11-27,"208","2,358","$14.26","12,893","4.7"
2025-11-26,"209","2,351","$14.26","12,893","4.7"
2025-11-25,"214","2,318","$14.26","12,893","4.7"
2025-11-24,"211","2,338","$17.83","12,893","4.7"
2025-11-23,"208","1,937","$17.83","12,893","4.7"
2025-11-22,"196","2,005","$17.83","12,893","4.7"
2025-11-21,"217","1,889","$17.83","12,893","4.7"
2025-11-20,"215","1,900","$17.83","12,893","4.7"
2025-11-19,"221","1,869","$17.83","12,849","4.7"
2025-11-18,"220","1,874","$17.83","12,849","4.7"
2025-11-17,"244","1,761","$17.83","12,849","4.7"
2025-11-16,"248","1,602","$17.83","12,849","4.7"
2025-11-15,"233","1,661","$17.83","12,849","4.7"
2025-11-14,"227","1,687","$17.83","12,849","4.7"
2025-11-13,"224","1,700","$17.83","12,849","4.7"
2025-11-12,"209","1,768","$17.83","12,805","4.7"
2025-11-11,"217","1,731","$17.83","12,805","4.7"
2025-11-10,"229","1,678","$17.83","12,805","4.7"
2025-11-09,"218","1,691","$17.83","12,805","4.7"
2025-11-08,"202","1,760","$17.83","12,805","4.7"
2025-11-07,"186","1,836","$17.83","12,805","4.7"
2025-11-06,"168","1,933","$17.83","12,805","4.7"
2025-11-05,"150","2,043","$17.83","12,805","4.7"
2025-11-04,"126","2,220","$17.83","12,764","4.7"
2025-11-03,"145","2,077","$17.83","12,764","4.7"
2025-11-02,"137","2,063","$17.83","12,764","4.7"
2025-11-01,"147","1,994","$17.83","12,764","4.7"
2025-10-31,"148","1,987","$17.83","12,764","4.7"
2025-10-30,"150","1,974","$0.00","N.A.","--"
2025-10-29,"152","1,961","$17.83","12,764","4.7"
2025-10-28,"146","2,000","$17.83","12,764","4.7"
2025-10-27,"150","1,974","$17.83","12,757","4.7"
2025-10-26,"162","1,879","$17.83","12,663","4.7"
2025-10-25,"178","1,798","$17.83","12,663","4.7"
2025-10-24,"172","1,827","$17.83","12,663","4.7"
2025-10-23,"216","1,638","$17.83","12,663","4.7"
2025-10-22,"237","1,565","$17.83","12,663","4.7"
2025-10-21,"237","1,565","$17.83","12,663","4.7"
2025-10-20,"237","1,565","$17.83","12,663","4.7"
2025-10-19,"236","1,529","$17.83","12,663","4.7"
2025-10-18,"201","1,659","$17.83","12,663","4.7"
2025-10-17,"201","1,659","$17.83","12,663","4.7"
2025-10-16,"192","1,697","$17.83","12,663","4.7"
2025-10-15,"192","1,697","$17.83","12,663","4.7"
2025-10-14,"212","1,615","$17.83","12,663","4.7"
2025-10-13,"212","1,615","$17.83","12,663","4.7"
2025-10-12,"217","2,583","$17.83","12,663","4.7"
2025-10-11,"207","2,652","$14.26","12,663","4.7"
2025-10-10,"227","2,519","$14.26","12,663","4.7"
2025-10-09,"226","2,525","$14.26","12,663","4.7"
2025-10-08,"287","2,203","$17.83","12,663","4.7"
2025-10-07,"221","2,557","$17.83","12,663","4.7"
2025-10-06,"224","2,538","$17.83","12,549","4.7"
2025-10-05,"192","1,802","$17.83","12,549","4.7"
2025-10-04,"187","1,824","$17.83","12,549","4.7"
2025-10-03,"165","1,930","$17.83","12,549","4.7"
2025-10-02,"161","1,952","$17.83","12,549","4.7"
2025-10-01,"150","2,014","$17.83","12,549","4.7"
2025-09-30,"167","1,920","$17.83","12,549","4.7"
2025-09-29,"203","1,756","$17.83","12,549","4.7"
2025-09-28,"197","1,644","$17.83","12,483","4.7"
2025-09-27,"188","1,685","$17.83","12,483","4.7"
2025-09-26,"181","1,718","$17.83","12,483","4.7"
2025-09-25,"178","1,732","$17.83","12,483","4.7"
2025-09-24,"189","1,680","$17.83","N.A.","--"
2025-09-23,"221","1,548","$17.83","N.A.","--"
2025-09-22,"235","1,497","$17.83","12,483","4.7"
2025-09-21,"237","1,576","$17.83","N.A.","--"
2025-09-20,"233","1,591","$0.00","N.A.","--"
2025-09-19,"228","1,609","$17.83","N.A.","--"
2025-09-18,"219","1,645","$17.83","N.A.","--"
2025-09-17,"241","1,562","$17.83","N.A.","--"
2025-09-16,"241","1,562","$17.83","N.A.","--"
2025-09-15,"253","1,521","$17.83","N.A.","--"
2025-09-14,"232","1,624","$17.83","N.A.","--"
2025-09-13,"232","1,624","$17.83","N.A.","--"
2025-09-12,"216","1,687","$17.83","N.A.","--"
2025-09-11,"214","1,695","$0.00","N.A.","--"
2025-09-10,"212","1,704","$17.83","N.A.","--"
2025-09-09,"211","1,708","$17.83","N.A.","--"
2025-09-08,"220","1,671","$17.83","N.A.","--"
2025-09-07,"216","1,745","$17.83","N.A.","--"
2025-09-06,"216","1,745","$17.83","12,411","4.7"
2025-09-05,"216","1,745","$17.83","N.A.","--"
2025-09-04,"227","1,699","$17.83","N.A.","--"
2025-09-03,"227","1,699","$17.83","N.A.","--"
2025-09-02,"244","1,634","$17.83","N.A.","--"
2025-09-01,"274","1,532","$17.83","N.A.","--"
2025-08-31,"291","1,362","$17.83","N.A.","--"
2025-08-30,"279","1,395","$17.83","N.A.","--"
2025-08-29,"239","1,525","$17.83","12,376","4.7"
2025-08-28,"214","1,622","$17.83","N.A.","--"
2025-08-27,"214","1,622","$17.83","N.A.","--"
2025-08-26,"233","1,547","$17.83","N.A.","--"
2025-08-25,"270","1,422","$17.83","N.A.","--"
2025-08-24,"278","1,460","$17.83","N.A.","--"
2025-08-23,"260","1,518","$17.83","N.A.","--"
2025-08-22,"263","1,507","$17.83","N.A.","--"
2025-08-21,"259","1,521","$17.83","12,342","4.7"
2025-08-20,"265","1,501","$17.83","N.A.","--"
2025-08-19,"269","1,488","$17.83","N.A.","--"
2025-08-18,"323","1,335","$17.83","N.A.","--"
2025-08-17,"331","1,339","$17.83","N.A.","--"
2025-08-16,"291","1,440","$17.83","N.A.","--"
2025-08-15,"287","1,451","$17.83","N.A.","--"
2025-08-14,"310","1,390","$17.83","12,319","4.7"
2025-08-13,"325","1,353","$17.83","N.A.","--"
2025-08-12,"336","1,328","$0.00","N.A.","--"
2025-08-11,"347","1,304","$17.84","N.A.","--"
2025-08-10,"347","1,235","$17.84","N.A.","--"
2025-08-09,"334","1,263","$17.84","N.A.","--"
2025-08-08,"316","1,304","$17.84","N.A.","--"
2025-08-07,"316","1,304","$17.84","N.A.","--"
2025-08-06,"344","1,241","$17.84","N.A.","--"
2025-08-05,"353","1,222","$17.84","N.A.","--"
2025-08-04,"388","1,155","$17.84","N.A.","--"
2025-08-03,"388","1,181","$17.84","N.A.","--"
2025-08-02,"364","1,227","$17.84","N.A.","--"
2025-08-01,"350","1,255","$0.00","N.A.","--"
2025-07-31,"336","1,286","$17.84","12,217","4.7"
2025-07-30,"313","1,340","$17.84","N.A.","--"
2025-07-29,"317","1,330","$17.84","N.A.","--"
2025-07-28,"348","1,260","$17.84","N.A.","--"
2025-07-27,"355","1,221","$17.84","N.A.","--"
2025-07-26,"344","1,243","$17.84","N.A.","--"
2025-07-25,"344","1,243","$17.84","N.A.","--"
2025-07-24,"343","1,245","$17.84","N.A.","--"
2025-07-23,"349","1,233","$17.84","12,189","4.7"
2025-07-22,"349","1,233","$17.84","N.A.","--"
2025-07-21,"376","1,180","$17.84","N.A.","--"
2025-07-20,"383","1,171","$17.84","N.A.","--"
2025-07-19,"381","1,174","$17.84","N.A.","--"
2025-07-18,"383","1,171","$17.84","N.A.","--"
2025-07-17,"381","1,174","$17.84","N.A.","--"
2025-07-16,"376","1,184","$17.84","N.A.","--"
2025-07-15,"376","1,184","$17.84","12,155","4.7"
2025-07-14,"376","1,184","$17.84","N.A.","--"
2025-07-13,"364","2,633","$17.84","N.A.","--"
2025-07-12,"284","3,088","$17.84","N.A.","--"
2025-07-11,"279","3,123","$17.84","N.A.","--"
2025-07-10,"279","3,123","$17.84","N.A.","--"
2025-07-09,"350","2,701","$0.00","N.A.","--"
2025-07-08,"421","2,390","$17.84","12,121","4.7"
2025-07-07,"391","2,511","$17.84","N.A.","--"
2025-07-06,"402","1,143","$17.84","N.A.","--"
2025-07-05,"380","1,182","$17.84","N.A.","--"
2025-07-04,"367","1,207","$17.84","N.A.","--"
2025-07-03,"361","1,218","$17.84","N.A.","--"
2025-07-02,"354","1,233","$17.84","N.A.","--"
2025-07-01,"360","1,220","$17.84","12,097","4.7"
2025-06-30,"383","1,176","$17.84","N.A.","--"
2025-06-29,"375","1,340","$17.84","N.A.","--"
2025-06-28,"365","1,361","$17.84","N.A.","--"
2025-06-27,"353","1,387","$17.84","N.A.","--"
2025-06-26,"349","1,396","$17.84","N.A.","--"
2025-06-25,"344","1,407","$17.84","N.A.","--"
2025-06-24,"345","1,405","$17.84","12,040","4.7"
2025-06-23,"369","1,352","$17.84","N.A.","--"
2025-06-22,"363","1,350","$17.84","N.A.","--"
2025-06-21,"332","1,422","$17.84","N.A.","--"
2025-06-20,"326","1,437","$17.84","N.A.","--"
2025-06-19,"313","1,470","$17.84","N.A.","--"
2025-06-18,"331","1,424","$17.84","N.A.","--"
2025-06-17,"368","1,339","$17.84","11,968","4.7"
2025-06-16,"365","1,346","$17.84","N.A.","--"
2025-06-15,"357","1,348","$17.84","N.A.","--"
2025-06-14,"351","1,362","$17.84","N.A.","--"
2025-06-13,"342","1,382","$17.84","N.A.","--"
2025-06-12,"338","1,391","$17.84","N.A.","--"
2025-06-11,"367","1,327","$17.84","N.A.","--"
2025-06-10,"382","1,297","$17.84","N.A.","--"
2025-06-09,"363","1,335","$17.84","11,946","4.7"
2025-06-08,"372","1,312","$17.84","N.A.","--"
2025-06-07,"365","1,326","$17.84","N.A.","--"
2025-06-06,"367","1,322","$17.84","N.A.","--"
2025-06-05,"361","1,335","$17.84","N.A.","--"
2025-06-04,"369","1,318","$17.84","N.A.","--"
2025-06-03,"356","1,345","$17.84","N.A.","--"
2025-06-02,"351","1,356","$17.84","11,910","4.7"
2025-06-01,"352","1,302","$17.84","N.A.","--"
2025-05-31,"333","1,344","$17.84","N.A.","--"
2025-05-30,"324","1,365","$17.84","N.A.","--"
2025-05-29,"326","1,360","$17.84","N.A.","--"
2025-05-28,"345","1,317","$17.84","N.A.","--"
2025-05-27,"345","1,317","$17.84","N.A.","--"
2025-05-26,"350","1,306","$17.84","11,886","4.7"
2025-05-25,"336","1,255","$17.84","N.A.","--"
2025-05-24,"321","1,289","$17.84","N.A.","--"
2025-05-23,"315","1,303","$17.84","N.A.","--"
2025-05-22,"322","1,287","$17.84","N.A.","--"
2025-05-21,"329","1,271","$17.84","N.A.","--"
2025-05-20,"337","1,253","$17.84","N.A.","--"
2025-05-19,"345","1,236","$17.84","N.A.","--"
2025-05-18,"356","1,325","$17.84","11,861","4.7"
2025-05-17,"328","1,388","$17.84","N.A.","--"
2025-05-16,"322","1,402","$17.84","N.A.","--"
2025-05-15,"309","1,434","$17.84","N.A.","--"
2025-05-14,"283","1,504","$17.84","N.A.","--"
2025-05-13,"295","1,471","$17.84","N.A.","--"
2025-05-12,"347","1,345","$17.84","N.A.","--"
2025-05-11,"369","1,265","$17.84","11,830","4.7"
2025-05-10,"352","1,299","$17.84","N.A.","--"
2025-05-09,"382","1,240","$17.84","N.A.","--"
2025-05-08,"362","1,279","$17.84","N.A.","--"
2025-05-07,"330","1,348","$17.84","N.A.","--"
2025-05-06,"328","1,352","$17.84","N.A.","--"
2025-05-05,"361","1,281","$17.84","N.A.","--"
2025-05-04,"385","1,261","$17.84","N.A.","--"
2025-05-03,"389","1,253","$17.84","N.A.","--"
2025-05-02,"391","1,250","$17.84","11,797","4.7"
2025-05-01,"361","1,306","$17.84","N.A.","--"
2025-04-30,"364","1,301","$17.84","N.A.","--"
2025-04-29,"360","1,308","$17.84","N.A.","--"
2025-04-28,"339","1,352","$17.84","N.A.","--"
2025-04-27,"341","1,294","$17.84","N.A.","--"
2025-04-26,"377","1,222","$17.84","N.A.","--"
2025-04-25,"347","1,281","$17.84","11,759","4.7"
2025-04-24,"316","1,350","$17.84","N.A.","--"
2025-04-23,"274","1,459","$17.84","N.A.","--"
2025-04-22,"282","1,437","$17.84","N.A.","--"
2025-04-21,"264","1,488","$17.84","N.A.","--"
2025-04-20,"295","1,411","$17.84","N.A.","--"
2025-04-19,"316","1,359","$17.84","N.A.","--"
2025-04-18,"302","1,393","$17.84","N.A.","--"
2025-04-17,"255","1,522","$17.84","11,740","4.7"
2025-04-16,"256","1,519","$17.84","N.A.","--"
2025-04-15,"254","1,526","$17.84","N.A.","--"
2025-04-14,"314","1,364","$17.84","N.A.","--"
2025-04-13,"336","1,300","$17.84","N.A.","--"
2025-04-12,"369","1,233","$17.84","N.A.","--"
2025-04-11,"527","997","$17.84","N.A.","--"
2025-04-10,"462","1,081","$17.84","N.A.","--"
2025-04-09,"452","1,095","$17.84","11,682","4.7"
2025-04-08,"445","1,105","$0.00","N.A.","--"
2025-04-07,"437","1,117","$17.84","N.A.","--"
2025-04-06,"524","1,022","$17.84","N.A.","--"
2025-04-05,"610","925","$17.84","N.A.","--"
2025-04-04,"501","1,051","$17.84","N.A.","--"
2025-04-03,"484","1,075","$17.84","N.A.","--"
2025-04-02,"489","1,068","$17.84","N.A.","--"
2025-04-01,"597","938","$17.84","N.A.","--"
2025-03-31,"610","925","$17.84","11,659","4.7"
2025-03-30,"593","974","$17.84","N.A.","--"
2025-03-29,"651","915","$17.84","N.A.","--"
2025-03-28,"627","938","$17.84","N.A.","--"
2025-03-27,"586","982","$17.84","N.A.","--"
2025-03-26,"468","1,135","$17.84","N.A.","--"
2025-03-25,"377","1,295","$17.84","N.A.","--"
2025-03-24,"408","1,235","$17.84","11,633","4.7"
2025-03-23,"437","1,065","$17.84","N.A.","--"
2025-03-22,"423","1,086","$17.84","N.A.","--"
2025-03-21,"382","1,151","$17.84","N.A.","--"
2025-03-20,"391","1,136","$17.84","N.A.","--"
2025-03-19,"353","1,202","$17.84","N.A.","--"
2025-03-18,"324","1,259","$17.84","N.A.","--"
2025-03-17,"345","1,217","$17.84","N.A.","--"
2025-03-16,"351","1,206","$17.84","11,612","4.7"
2025-03-15,"415","1,097","$17.84","N.A.","--"
2025-03-14,"345","1,217","$17.84","N.A.","--"
2025-03-13,"311","1,287","$17.84","N.A.","--"
2025-03-12,"320","1,268","$17.84","N.A.","--"
2025-03-11,"317","1,274","$17.84","N.A.","--"
2025-03-10,"362","1,185","$17.84","N.A.","--"
2025-03-09,"435","1,089","$17.84","N.A.","--"
2025-03-08,"384","1,169","$17.84","11,593","4.7"
2025-03-07,"348","1,234","$17.84","N.A.","--"
2025-03-06,"330","1,270","$17.84","N.A.","--"
2025-03-05,"319","1,293","$17.84","N.A.","--"
2025-03-04,"325","1,280","$17.84","N.A.","--"
2025-03-03,"312","1,308","$17.84","N.A.","--"
2025-03-02,"314","1,336","$17.84","N.A.","--"
2025-03-01,"350","1,260","$17.84","11,573","4.7"
2025-02-28,"303","1,361","$17.84","N.A.","--"
2025-02-27,"296","1,378","$0.00","N.A.","--"
2025-02-26,"288","1,398","$17.84","N.A.","--"
2025-02-25,"281","1,416","$17.84","N.A.","--"
2025-02-24,"289","1,395","$17.84","N.A.","--"
2025-02-23,"285","1,448","$17.84","N.A.","--"
2025-02-22,"346","1,306","$17.84","11,560","4.7"
2025-02-21,"288","1,441","$17.84","N.A.","--"
2025-02-20,"256","1,529","$17.84","N.A.","--"
2025-02-19,"253","1,538","$17.84","N.A.","--"
2025-02-18,"233","1,600","$17.84","N.A.","--"
2025-02-17,"271","1,486","$17.84","N.A.","--"
2025-02-16,"292","1,385","$17.84","N.A.","--"
2025-02-15,"338","1,280","$17.84","11,547","4.7"
2025-02-14,"288","1,395","$17.84","N.A.","--"
2025-02-13,"265","1,457","$17.84","N.A.","--"
2025-02-12,"288","1,395","$0.00","N.A.","--"
2025-02-11,"311","1,340","$17.84","N.A.","--"
2025-02-10,"323","1,312","$17.84","N.A.","--"
2025-02-09,"344","1,287","$17.84","N.A.","--"
2025-02-08,"380","1,218","$17.84","N.A.","--"
2025-02-07,"365","1,245","$17.84","11,531","4.7"
2025-02-06,"326","1,325","$17.84","N.A.","--"
2025-02-05,"319","1,340","$17.84","N.A.","--"
2025-02-04,"290","1,409","$17.84","N.A.","--"
2025-02-03,"298","1,389","$17.84","N.A.","--"
2025-02-02,"247","1,489","$17.84","N.A.","--"
2025-02-01,"453","1,051","$17.84","N.A.","--"
2025-01-31,"445","1,062","$17.84","11,520","4.7"
2025-01-30,"410","1,116","$17.84","N.A.","--"
2025-01-29,"399","1,135","$17.84","N.A.","--"
2025-01-28,"394","1,143","$17.84","N.A.","--"
2025-01-27,"380","1,168","$17.84","N.A.","--"
2025-01-26,"397","1,020","$17.84","N.A.","--"
2025-01-25,"407","1,005","$17.84","N.A.","--"
2025-01-24,"332","1,133","$17.84","N.A.","--"
2025-01-23,"368","1,067","$17.84","11,498","4.7"
2025-01-22,"431","971","$17.84","N.A.","--"
2025-01-21,"459","934","$17.84","N.A.","--"
2025-01-20,"489","898","$17.84","N.A.","--"
2025-01-19,"529","923","$17.84","N.A.","--"
2025-01-18,"562","888","$17.84","N.A.","--"
2025-01-17,"484","977","$17.84","N.A.","--"
2025-01-16,"513","941","$17.84","N.A.","--"
2025-01-15,"449","1,024","$17.84","11,480","4.7"
2025-01-14,"389","1,118","$17.84","N.A.","--"
2025-01-13,"358","1,176","$17.84","N.A.","--"
2025-01-12,"461","995","$17.84","N.A.","--"
2025-01-11,"462","993","$17.84","N.A.","--"
2025-01-10,"439","1,026","$17.84","N.A.","--"
2025-01-09,"467","987","$17.84","N.A.","--"
2025-01-08,"449","1,012","$17.84","11,430","4.7"
