Catalyst Product Historical Data 
Report Generated at: Tue May 26 2026 00:48:41 GMT+0900 (한국 표준시)
Product ASIN: B0CGMC8WS9
DATE,RANK,UNITS SOLD,PRICE,REVIEWS,STAR RATING
2026-01-28,"3,586","290","$14.88","875","4.5"
2026-01-27,"3,582","290","$14.88","875","4.5"
2026-01-26,"3,776","276","$14.88","875","4.5"
2026-01-25,"3,972","224","$14.88","862","4.5"
2026-01-24,"3,662","242","$14.88","862","4.5"
2026-01-23,"3,565","248","$14.88","862","4.5"
2026-01-22,"3,476","253","$14.88","862","4.5"
2026-01-21,"3,410","258","$14.88","862","4.5"
2026-01-20,"3,603","245","$14.88","862","4.5"
2026-01-19,"3,761","236","$14.88","862","4.5"
2026-01-18,"4,102","233","$14.88","832","4.5"
2026-01-17,"3,858","246","$14.88","832","4.5"
2026-01-16,"3,673","257","$14.88","832","4.5"
2026-01-15,"3,499","268","$14.88","832","4.5"
2026-01-14,"3,227","287","$14.88","832","4.5"
2026-01-13,"3,247","286","$14.88","832","4.5"
2026-01-12,"3,441","272","$14.88","832","4.5"
2026-01-11,"3,494","257","$14.88","832","4.5"
2026-01-10,"3,300","271","$14.88","832","4.5"
2026-01-09,"3,227","276","$14.88","832","4.5"
2026-01-08,"3,535","255","$14.88","832","4.5"
2026-01-07,"3,666","247","$14.88","832","4.5"
2026-01-06,"3,688","246","$14.88","832","4.5"
2026-01-05,"3,965","230","$14.88","832","4.5"
2026-01-04,"4,053","253","$14.88","832","4.5"
2026-01-03,"3,652","278","$14.88","832","4.5"
2026-01-02,"3,208","312","$14.88","832","4.5"
2026-01-01,"3,062","324","$14.88","832","4.5"
2025-12-31,"2,883","341","$14.88","817","4.5"
2025-12-30,"2,876","342","$14.88","817","4.5"
2025-12-29,"3,060","325","$14.88","817","4.5"
2025-12-28,"2,846","262","$14.88","817","4.5"
2025-12-27,"3,045","247","$14.88","817","4.5"
2025-12-26,"3,226","235","$14.88","817","4.5"
2025-12-25,"3,344","228","$14.88","817","4.5"
2025-12-24,"3,822","202","$14.88","803","4.5"
2025-12-23,"3,706","208","$14.88","803","4.5"
2025-12-22,"4,144","188","$14.88","803","4.5"
2025-12-21,"4,578","271","$14.88","803","4.5"
2025-12-20,"4,696","265","$14.88","803","4.5"
2025-12-19,"5,244","241","$14.88","803","4.5"
2025-12-18,"6,229","206","$14.88","803","4.5"
2025-12-17,"6,351","202","$14.88","794","4.5"
2025-12-16,"7,379","175","$14.88","794","4.5"
2025-12-15,"7,304","177","$14.88","794","4.5"
2025-12-14,"7,363","157","$14.88","794","4.5"
2025-12-13,"6,888","168","$14.88","794","4.5"
2025-12-12,"6,865","168","$14.88","794","4.5"
2025-12-11,"5,902","195","$14.88","794","4.5"
2025-12-10,"5,592","205","$14.88","790","4.5"
2025-12-09,"5,350","214","$14.88","790","4.5"
2025-12-08,"4,915","231","$14.88","790","4.5"
2025-12-07,"4,917","202","$14.88","790","4.5"
2025-12-06,"4,443","222","$14.88","790","4.5"
2025-12-05,"3,847","254","$14.88","790","4.5"
2025-12-04,"3,700","263","$14.88","790","4.5"
2025-12-03,"3,124","305","$14.88","785","4.5"
2025-12-02,"2,659","351","$14.88","785","4.5"
2025-12-01,"2,260","402","$11.16","785","4.5"
2025-11-30,"2,027","466","$11.16","785","4.5"
2025-11-29,"2,236","431","$11.90","785","4.5"
2025-11-28,"2,074","458","$11.90","785","4.5"
2025-11-27,"2,027","466","$11.90","785","4.5"
2025-11-26,"1,974","476","$11.90","770","4.5"
2025-11-25,"1,843","503","$11.90","770","4.5"
2025-11-24,"1,955","480","$11.90","770","4.5"
2025-11-23,"2,181","380","$11.90","770","4.5"
2025-11-22,"2,511","339","$11.90","770","4.5"
2025-11-21,"3,631","248","$11.90","770","4.5"
2025-11-20,"3,666","246","$11.90","770","4.5"
2025-11-19,"3,578","251","$14.88","770","4.5"
2025-11-18,"3,585","251","$14.88","770","4.5"
2025-11-17,"3,761","241","$14.88","770","4.5"
2025-11-16,"4,069","207","$14.88","759","4.5"
2025-11-15,"3,843","218","$14.88","759","4.5"
2025-11-14,"3,808","220","$14.88","759","4.5"
2025-11-13,"3,708","225","$14.88","759","4.5"
2025-11-12,"3,731","224","$14.88","759","4.5"
2025-11-11,"3,890","216","$14.88","759","4.5"
2025-11-10,"3,959","212","$14.88","759","4.5"
2025-11-09,"4,071","219","$14.88","759","4.5"
2025-11-08,"3,900","228","$14.88","759","4.5"
2025-11-07,"3,920","227","$14.88","759","4.5"
2025-11-06,"3,902","228","$14.88","759","4.5"
2025-11-05,"3,924","227","$14.88","759","4.5"
2025-11-04,"3,943","226","$14.88","749","4.5"
2025-11-03,"3,874","230","$14.88","749","4.5"
2025-11-02,"4,119","211","$14.88","749","4.5"
2025-11-01,"4,242","205","$0.00","N.A.","--"
2025-10-31,"4,365","200","$14.88","749","4.5"
2025-10-30,"4,401","198","$14.88","749","4.5"
2025-10-29,"4,214","206","$14.88","749","4.5"
2025-10-28,"4,178","208","$14.88","749","4.5"
2025-10-27,"4,385","199","$14.88","705","4.5"
2025-10-26,"4,385","208","$14.88","705","4.5"
2025-10-25,"4,317","211","$14.88","705","4.5"
2025-10-24,"4,076","223","$14.88","705","4.5"
2025-10-23,"4,024","225","$14.88","705","4.5"
2025-10-22,"4,042","224","$14.88","705","4.5"
2025-10-21,"4,071","223","$14.88","705","4.5"
2025-10-20,"4,071","223","$14.88","705","4.5"
2025-10-19,"4,025","209","$14.88","705","4.5"
2025-10-18,"4,169","202","$14.88","705","4.5"
2025-10-17,"4,008","210","$14.88","705","4.5"
2025-10-16,"3,814","220","$14.88","705","4.5"
2025-10-15,"3,625","230","$0.00","N.A.","--"
2025-10-14,"3,435","242","$14.88","705","4.5"
2025-10-13,"3,325","249","$14.88","705","4.5"
2025-10-12,"3,395","364","$14.88","705","4.5"
2025-10-11,"3,210","383","$11.90","705","4.5"
2025-10-10,"3,013","405","$11.90","705","4.5"
2025-10-09,"3,356","368","$11.90","705","4.5"
2025-10-08,"6,544","193","$14.88","705","4.5"
2025-10-07,"5,393","235","$14.88","681","4.5"
2025-10-06,"5,501","230","$14.88","681","4.5"
2025-10-05,"4,969","192","$14.88","681","4.5"
2025-10-04,"5,017","190","$14.88","681","4.5"
2025-10-03,"4,469","212","$14.88","681","4.5"
2025-10-02,"4,437","214","$14.88","681","4.5"
2025-10-01,"4,242","223","$14.88","681","4.5"
2025-09-30,"4,191","226","$14.88","681","4.5"
2025-09-29,"4,695","202","$14.88","681","4.5"
2025-09-28,"4,723","170","$14.88","661","4.5"
2025-09-27,"4,329","185","$0.00","N.A.","--"
2025-09-26,"3,935","202","$14.88","661","4.5"
2025-09-25,"3,936","202","$14.88","661","4.5"
2025-09-24,"3,795","209","$14.88","661","4.5"
2025-09-23,"3,884","205","$14.88","N.A.","--"
2025-09-22,"3,883","205","$14.88","N.A.","--"
2025-09-21,"4,111","208","$14.88","N.A.","--"
2025-09-20,"4,037","211","$14.88","N.A.","--"
2025-09-19,"3,983","214","$14.88","N.A.","--"
2025-09-18,"4,158","206","$14.88","N.A.","--"
2025-09-17,"4,119","207","$14.88","N.A.","--"
2025-09-16,"4,441","193","$14.88","N.A.","--"
2025-09-15,"4,328","198","$14.88","N.A.","--"
2025-09-14,"4,389","194","$14.88","N.A.","--"
2025-09-13,"4,093","207","$14.88","N.A.","--"
2025-09-12,"4,093","207","$14.88","N.A.","--"
2025-09-11,"3,980","213","$14.88","N.A.","--"
2025-09-10,"3,944","215","$14.88","N.A.","--"
2025-09-09,"3,160","263","$14.88","N.A.","--"
2025-09-08,"3,386","247","$14.88","N.A.","--"
2025-09-07,"3,780","230","$14.88","661","4.5"
2025-09-06,"3,669","237","$14.88","N.A.","--"
2025-09-05,"3,697","235","$14.88","N.A.","--"
2025-09-04,"3,605","240","$14.88","N.A.","--"
2025-09-03,"3,640","238","$14.88","N.A.","--"
2025-09-02,"3,675","236","$14.88","N.A.","--"
2025-09-01,"3,923","223","$14.88","N.A.","--"
2025-08-31,"3,823","217","$14.88","N.A.","--"
2025-08-30,"3,626","228","$14.88","655","4.5"
2025-08-29,"3,517","234","$14.88","N.A.","--"
2025-08-28,"3,255","251","$14.88","N.A.","--"
2025-08-27,"3,196","255","$14.88","N.A.","--"
2025-08-26,"3,252","251","$14.88","N.A.","--"
2025-08-25,"4,269","196","$14.88","N.A.","--"
2025-08-24,"4,254","196","$14.88","N.A.","--"
2025-08-23,"4,020","207","$14.88","N.A.","--"
2025-08-22,"3,771","219","$14.88","646","4.5"
2025-08-21,"3,587","230","$14.88","N.A.","--"
2025-08-20,"3,734","221","$14.88","N.A.","--"
2025-08-19,"3,981","209","$14.88","N.A.","--"
2025-08-18,"4,162","200","$14.88","N.A.","--"
2025-08-17,"4,606","184","$14.88","N.A.","--"
2025-08-16,"4,218","201","$14.88","N.A.","--"
2025-08-15,"3,918","215","$14.88","N.A.","--"
2025-08-14,"3,875","217","$14.88","639","4.5"
2025-08-13,"3,969","212","$14.88","N.A.","--"
2025-08-12,"3,881","217","$0.00","N.A.","--"
2025-08-11,"3,793","222","$14.88","N.A.","--"
2025-08-10,"3,916","206","$0.00","N.A.","--"
2025-08-09,"4,039","201","$14.88","N.A.","--"
2025-08-08,"4,040","200","$14.88","N.A.","--"
2025-08-07,"3,976","203","$14.88","N.A.","--"
2025-08-06,"3,898","207","$14.88","N.A.","--"
2025-08-05,"3,871","209","$14.88","N.A.","--"
2025-08-04,"3,951","205","$14.88","622","4.5"
2025-08-03,"4,195","197","$14.88","N.A.","--"
2025-08-02,"3,767","218","$14.88","N.A.","--"
2025-08-01,"3,659","224","$0.00","N.A.","--"
2025-07-31,"3,550","230","$14.88","N.A.","--"
2025-07-30,"3,810","216","$14.88","N.A.","--"
2025-07-29,"3,740","220","$14.88","N.A.","--"
2025-07-28,"4,048","204","$14.88","616","4.5"
2025-07-27,"4,048","199","$14.88","N.A.","--"
2025-07-26,"4,639","175","$14.88","N.A.","--"
2025-07-25,"4,434","182","$14.88","N.A.","--"
2025-07-24,"4,301","188","$14.88","N.A.","--"
2025-07-23,"4,314","187","$14.88","N.A.","--"
2025-07-22,"4,197","192","$14.88","N.A.","--"
2025-07-21,"4,454","182","$14.88","614","4.5"
2025-07-20,"4,447","186","$14.88","N.A.","--"
2025-07-19,"4,360","190","$14.88","N.A.","--"
2025-07-18,"4,148","199","$14.88","N.A.","--"
2025-07-17,"4,084","201","$14.88","N.A.","--"
2025-07-16,"4,008","205","$14.88","N.A.","--"
2025-07-15,"3,907","210","$14.88","N.A.","--"
2025-07-14,"3,413","237","$14.88","602","4.5"
2025-07-13,"3,389","459","$14.88","N.A.","--"
2025-07-12,"3,289","472","$14.88","N.A.","--"
2025-07-11,"2,963","519","$14.88","N.A.","--"
2025-07-10,"4,473","353","$14.88","N.A.","--"
2025-07-09,"4,336","364","$14.88","N.A.","--"
2025-07-08,"4,499","351","$14.88","N.A.","--"
2025-07-07,"3,743","418","$14.88","N.A.","--"
2025-07-06,"5,420","152","$14.88","N.A.","--"
2025-07-05,"5,285","156","$14.88","N.A.","--"
2025-07-04,"4,995","164","$14.88","576","4.5"
2025-07-03,"4,704","174","$14.88","N.A.","--"
2025-07-02,"4,666","176","$14.88","N.A.","--"
2025-07-01,"4,618","177","$14.88","N.A.","--"
2025-06-30,"5,219","158","$14.88","N.A.","--"
2025-06-29,"5,338","173","$14.88","N.A.","--"
2025-06-28,"5,197","178","$14.88","N.A.","--"
2025-06-27,"5,123","181","$14.88","N.A.","--"
2025-06-26,"4,888","189","$14.88","552","4.5"
2025-06-25,"4,834","191","$14.88","N.A.","--"
2025-06-24,"4,488","206","$14.88","N.A.","--"
2025-06-23,"4,844","191","$14.88","N.A.","--"
2025-06-22,"4,966","181","$14.88","N.A.","--"
2025-06-21,"4,807","187","$14.88","N.A.","--"
2025-06-20,"4,790","188","$14.88","N.A.","--"
2025-06-19,"4,674","192","$14.88","535","4.5"
2025-06-18,"4,579","196","$14.88","N.A.","--"
2025-06-17,"5,030","179","$14.88","N.A.","--"
2025-06-16,"4,988","180","$14.88","N.A.","--"
2025-06-15,"4,915","184","$14.88","N.A.","--"
2025-06-14,"4,808","188","$14.88","N.A.","--"
2025-06-13,"4,707","191","$14.88","N.A.","--"
2025-06-12,"4,581","197","$14.88","N.A.","--"
2025-06-11,"4,585","196","$14.88","N.A.","--"
2025-06-10,"4,862","186","$14.88","522","4.5"
2025-06-09,"4,838","186","$14.88","N.A.","--"
2025-06-08,"4,663","191","$14.88","N.A.","--"
2025-06-07,"4,884","182","$14.88","N.A.","--"
2025-06-06,"4,749","187","$14.88","N.A.","--"
2025-06-05,"4,754","187","$14.88","N.A.","--"
2025-06-04,"4,477","198","$14.88","N.A.","--"
2025-06-03,"4,442","200","$14.88","N.A.","--"
2025-06-02,"4,447","200","$14.88","512","4.5"
2025-06-01,"4,646","187","$14.88","N.A.","--"
2025-05-31,"4,636","187","$14.88","N.A.","--"
2025-05-30,"4,509","192","$14.88","N.A.","--"
2025-05-29,"4,421","196","$14.88","N.A.","--"
2025-05-28,"4,246","203","$14.88","N.A.","--"
2025-05-27,"4,225","204","$14.88","N.A.","--"
2025-05-26,"4,539","191","$14.88","N.A.","--"
2025-05-25,"4,455","183","$14.88","499","4.5"
2025-05-24,"4,278","190","$14.88","N.A.","--"
2025-05-23,"4,470","182","$14.88","N.A.","--"
2025-05-22,"4,434","184","$14.88","N.A.","--"
2025-05-21,"4,375","186","$14.88","N.A.","--"
2025-05-20,"4,200","193","$14.88","N.A.","--"
2025-05-19,"4,359","187","$14.88","N.A.","--"
2025-05-18,"4,324","203","$14.88","481","4.5"
2025-05-17,"4,197","209","$14.88","N.A.","--"
2025-05-16,"4,038","216","$14.88","N.A.","--"
2025-05-15,"4,235","207","$14.88","N.A.","--"
2025-05-14,"4,175","210","$14.88","N.A.","--"
2025-05-13,"4,178","210","$14.88","N.A.","--"
2025-05-12,"4,045","216","$14.88","N.A.","--"
2025-05-11,"4,592","191","$14.88","N.A.","--"
2025-05-10,"4,635","189","$14.88","467","4.5"
2025-05-09,"4,375","199","$14.88","N.A.","--"
2025-05-08,"4,280","203","$14.88","N.A.","--"
2025-05-07,"5,050","174","$14.88","N.A.","--"
2025-05-06,"4,709","186","$14.88","N.A.","--"
2025-05-05,"4,192","207","$14.88","N.A.","--"
2025-05-04,"4,391","207","$14.88","N.A.","--"
2025-05-03,"4,724","193","$14.88","461","4.5"
2025-05-02,"4,790","191","$14.88","N.A.","--"
2025-05-01,"4,904","187","$14.88","N.A.","--"
2025-04-30,"5,084","181","$14.88","N.A.","--"
2025-04-29,"4,711","194","$14.88","N.A.","--"
2025-04-28,"4,502","202","$14.88","N.A.","--"
2025-04-27,"4,153","204","$14.88","N.A.","--"
2025-04-26,"5,223","165","$14.88","N.A.","--"
2025-04-25,"5,257","164","$14.88","451","4.5"
2025-04-24,"4,736","181","$14.88","N.A.","--"
2025-04-23,"4,171","203","$14.88","N.A.","--"
2025-04-22,"4,880","176","$14.88","N.A.","--"
2025-04-21,"4,215","201","$14.88","N.A.","--"
2025-04-20,"4,869","175","$14.88","N.A.","--"
2025-04-19,"5,058","169","$14.88","N.A.","--"
2025-04-18,"4,845","176","$14.88","444","4.5"
2025-04-17,"4,781","178","$14.88","N.A.","--"
2025-04-16,"4,679","182","$14.88","N.A.","--"
2025-04-15,"4,841","176","$14.88","N.A.","--"
2025-04-14,"4,481","189","$14.88","N.A.","--"
2025-04-13,"5,075","168","$14.88","N.A.","--"
2025-04-12,"4,799","177","$14.88","N.A.","--"
2025-04-11,"5,056","169","$14.88","N.A.","--"
2025-04-10,"4,726","180","$14.88","433","4.5"
2025-04-09,"5,334","161","$14.88","N.A.","--"
2025-04-08,"4,604","185","$14.88","N.A.","--"
2025-04-07,"4,574","186","$14.88","N.A.","--"
2025-04-06,"4,687","183","$14.88","N.A.","--"
2025-04-05,"4,853","177","$14.88","N.A.","--"
2025-04-04,"4,901","176","$14.88","N.A.","--"
2025-04-03,"5,111","169","$14.88","N.A.","--"
2025-04-02,"4,765","181","$14.88","420","4.5"
2025-04-01,"4,884","176","$14.88","N.A.","--"
2025-03-31,"4,689","183","$14.88","N.A.","--"
2025-03-30,"4,564","191","$14.88","N.A.","--"
2025-03-29,"4,950","177","$14.88","N.A.","--"
2025-03-28,"4,639","188","$14.88","N.A.","--"
2025-03-27,"4,613","189","$14.88","N.A.","--"
2025-03-26,"3,864","222","$14.88","413","4.5"
2025-03-25,"3,729","229","$14.88","N.A.","--"
2025-03-24,"3,411","248","$14.88","N.A.","--"
2025-03-23,"3,723","218","$14.88","N.A.","--"
2025-03-22,"3,791","214","$14.88","N.A.","--"
2025-03-21,"4,275","192","$14.88","N.A.","--"
2025-03-20,"4,274","192","$14.88","N.A.","--"
2025-03-19,"4,274","192","$14.88","405","4.5"
2025-03-18,"4,036","202","$14.88","N.A.","--"
2025-03-17,"4,180","196","$14.88","N.A.","--"
2025-03-16,"4,405","186","$14.88","N.A.","--"
2025-03-15,"4,975","166","$14.88","N.A.","--"
2025-03-14,"4,339","189","$14.88","N.A.","--"
2025-03-13,"4,058","201","$14.88","N.A.","--"
2025-03-12,"4,146","197","$14.88","N.A.","--"
2025-03-11,"4,429","185","$14.88","397","4.4"
2025-03-10,"3,955","206","$14.88","N.A.","--"
2025-03-09,"4,650","181","$14.88","N.A.","--"
2025-03-08,"4,303","194","$14.88","N.A.","--"
2025-03-07,"3,828","216","$14.88","N.A.","--"
2025-03-06,"3,916","212","$14.88","N.A.","--"
2025-03-05,"3,467","236","$14.88","N.A.","--"
2025-03-04,"3,559","231","$14.88","393","4.4"
2025-03-03,"3,818","217","$14.88","N.A.","--"
2025-03-02,"3,204","257","$14.88","N.A.","--"
2025-03-01,"3,810","220","$14.88","N.A.","--"
2025-02-28,"3,569","233","$14.88","N.A.","--"
2025-02-27,"3,128","262","$14.88","N.A.","--"
2025-02-26,"3,004","272","$14.88","N.A.","--"
2025-02-25,"3,108","264","$14.88","N.A.","--"
2025-02-24,"2,862","283","$14.88","390","4.4"
2025-02-23,"3,473","239","$14.88","N.A.","--"
2025-02-22,"4,241","199","$14.88","N.A.","--"
2025-02-21,"3,504","237","$14.88","N.A.","--"
2025-02-20,"3,634","230","$14.88","N.A.","--"
2025-02-19,"3,580","233","$14.88","N.A.","--"
2025-02-18,"3,314","250","$14.88","N.A.","--"
2025-02-17,"3,450","241","$14.88","383","4.4"
2025-02-16,"3,766","216","$14.88","N.A.","--"
2025-02-15,"3,918","208","$14.88","N.A.","--"
2025-02-14,"3,276","245","$14.88","N.A.","--"
2025-02-13,"3,731","218","$14.88","N.A.","--"
2025-02-12,"3,677","221","$0.00","N.A.","--"
2025-02-11,"3,623","224","$14.88","N.A.","--"
2025-02-10,"4,246","193","$14.88","N.A.","--"
2025-02-09,"3,555","235","$14.88","375","4.4"
2025-02-08,"4,280","198","$14.88","N.A.","--"
2025-02-07,"4,008","210","$14.88","N.A.","--"
2025-02-06,"4,219","200","$14.88","N.A.","--"
2025-02-05,"4,019","210","$14.88","N.A.","--"
2025-02-04,"4,232","200","$14.88","N.A.","--"
2025-02-03,"4,437","191","$14.88","N.A.","--"
2025-02-02,"3,852","209","$14.88","N.A.","--"
2025-02-01,"4,716","173","$14.88","364","4.4"
2025-01-31,"4,176","194","$14.88","N.A.","--"
2025-01-30,"3,915","206","$14.88","N.A.","--"
2025-01-29,"3,974","203","$14.88","N.A.","--"
2025-01-28,"4,298","189","$14.88","N.A.","--"
2025-01-27,"4,340","188","$14.88","N.A.","--"
2025-01-26,"3,715","198","$14.88","N.A.","--"
2025-01-25,"4,203","177","$14.88","N.A.","--"
2025-01-24,"4,366","171","$14.88","350","4.4"
2025-01-23,"4,402","169","$14.88","N.A.","--"
2025-01-22,"3,793","194","$14.88","N.A.","--"
2025-01-21,"4,219","176","$14.88","N.A.","--"
2025-01-20,"3,598","204","$14.88","N.A.","--"
2025-01-19,"3,367","231","$14.88","N.A.","--"
2025-01-18,"3,766","209","$14.88","N.A.","--"
2025-01-17,"3,634","215","$14.88","337","4.4"
2025-01-16,"3,966","199","$14.88","N.A.","--"
2025-01-15,"3,830","205","$14.88","N.A.","--"
2025-01-14,"3,654","214","$14.88","N.A.","--"
2025-01-13,"3,660","214","$14.88","N.A.","--"
2025-01-12,"3,539","217","$14.88","N.A.","--"
2025-01-11,"4,010","194","$14.88","N.A.","--"
2025-01-10,"3,582","215","$14.88","N.A.","--"
2025-01-09,"4,013","194","$14.88","322","4.4"
2025-01-08,"3,831","202","$14.88","N.A.","--"
2025-01-07,"3,752","206","$14.88","N.A.","--"
2025-01-06,"3,785","204","$14.88","N.A.","--"
2025-01-05,"3,516","232","$14.88","N.A.","--"
2025-01-04,"3,900","211","$14.88","N.A.","--"
2025-01-03,"3,440","237","$14.88","N.A.","--"
2025-01-02,"3,500","233","$14.88","309","4.4"
2025-01-01,"3,904","210","$14.88","N.A.","--"
2024-12-31,"3,737","219","$14.88","N.A.","--"
2024-12-30,"3,109","260","$14.88","N.A.","--"
2024-12-29,"2,943","243","$14.88","N.A.","--"
2024-12-28,"3,932","189","$14.88","N.A.","--"
2024-12-27,"3,712","199","$14.88","N.A.","--"
2024-12-26,"3,577","205","$14.88","N.A.","--"
2024-12-25,"3,684","200","$14.88","N.A.","--"
2024-12-24,"3,018","238","$14.88","293","4.4"
2024-12-23,"3,193","227","$14.88","N.A.","--"
